School Name,District/Charter Holder Name,Content Area,Number Tested,Percent Passing,Performance Level,Performance Percentage
Ira A. Fulton Elementary,Chandler Unified District #80,Math,571,64,Percent Performance Level 4,25
Jane D. Hull Elementary,Chandler Unified District #80,Math,459,70,Percent Performance Level 4,29
John & Carol Carlson Elementary,Chandler Unified District #80,Math,497,74,Percent Performance Level 4,35
John M Andersen Elementary School,Chandler Unified District #80,Math,297,30,Percent Performance Level 4,2
John M Andersen Jr High School,Chandler Unified District #80,Math,936,33,Percent Performance Level 4,12
Navarrete Elementary,Chandler Unified District #80,Math,445,63,Percent Performance Level 4,21
Perry High School,Chandler Unified District #80,Math,2009,53,Percent Performance Level 4,13
Riggs Elementary,Chandler Unified District #80,Math,577,71,Percent Performance Level 4,29
Robert and Danell Tarwater Elementary,Chandler Unified District #80,Math,508,64,Percent Performance Level 4,26
Rudy G Bologna Elementary,Chandler Unified District #80,Math,307,26,Percent Performance Level 4,6
San Marcos Elementary School,Chandler Unified District #80,Math,263,38,Percent Performance Level 4,8
Sanborn Elementary School,Chandler Unified District #80,Math,372,34,Percent Performance Level 4,5
Santan Elementary,Chandler Unified District #80,Math,493,77,Percent Performance Level 4,38
Santan Junior High School,Chandler Unified District #80,Math,1656,65,Percent Performance Level 4,34
Shumway Leadership Academy,Chandler Unified District #80,Math,278,42,Percent Performance Level 4,14
T. Dale Hancock Elementary School,Chandler Unified District #80,Math,470,57,Percent Performance Level 4,25
Weinberg Elementary School,Chandler Unified District #80,Math,470,67,Percent Performance Level 4,33
Willie & Coy Payne Jr. High,Chandler Unified District #80,Math,1344,63,Percent Performance Level 4,31
Willis Junior High School,Chandler Unified District #80,Math,1030,42,Percent Performance Level 4,17
Canyon De Chelly Elementary School,Chinle Unified District,Math,148,35,Percent Performance Level 4,9
Chinle Elementary School,Chinle Unified District,Math,267,41,Percent Performance Level 4,6
Chinle High School,Chinle Unified District,Math,764,22,Percent Performance Level 4,3
Chinle Junior High School,Chinle Unified District,Math,375,26,Percent Performance Level 4,9
Mesa View Elementary,Chinle Unified District,Math,243,35,Percent Performance Level 4,11
Tsaile Elementary School,Chinle Unified District,Math,277,46,Percent Performance Level 4,8
Chino Valley High School,Chino Valley Unified District,Math,529,21,Percent Performance Level 4,3
Del Rio Elementary School,Chino Valley Unified District,Math,525,40,Percent Performance Level 4,13
Heritage Middle School,Chino Valley Unified District,Math,556,42,Percent Performance Level 4,14
Adams Traditional Academy,"Choice Academies, Inc.",Math,336,85,Percent Performance Level 4,46
Jefferson Preparatory High School,"Choice Academies, Inc.",Math,146,49,Percent Performance Level 4,10
Westland School,Cholla Academy,Math,175,14,Percent Performance Level 4,2
Westland School Brighton Campus,Cholla Academy,Math,165,21,Percent Performance Level 4,5
Great Hearts Academies - Cicero Prep,Cicero Preparatory Academy,Math,430,63,Percent Performance Level 4,24
City High School,CITY Center for Collaborative Learning,Math,132,22,Percent Performance Level 4,4
Paulo Freire Freedom School - Downtown,CITY Center for Collaborative Learning,Math,70,40,Percent Performance Level 4,20
Paulo Freire Freedom School - University,CITY Center for Collaborative Learning,Math,72,53,Percent Performance Level 4,24
Clarkdale-Jerome Elementary School,Clarkdale-Jerome Elementary District,Math,332,46,Percent Performance Level 4,15
Berean Academy,Cochise Community Development Corporation,Math,253,21,Percent Performance Level 4,4
Cochise Elementary School,Cochise Elementary District,Math,45,58,Percent Performance Level 4,22
Arizona College Prep Academy,"Collaborative Pathways, Inc.",Math,85,28,Percent Performance Level 4,2
Cottonwood Elementary,Colorado City Unified District,Math,146,64,Percent Performance Level 4,27
El Capitan Public School,Colorado City Unified District,Math,177,47,Percent Performance Level 4,20
Mohave High School,Colorado River Union High School District,Math,739,14,Percent Performance Level 4,2
River Valley High School,Colorado River Union High School District,Math,379,17,Percent Performance Level 4,2
Northpoint Expeditionary Learning Academy,"Compass Points International, Inc",Math,118,31,Percent Performance Level 4,5
Concho Elementary School,Concho Elementary District,Math,99,31,Percent Performance Level 4,4
Concordia Charter School,"Concordia Charter School, Inc.",Math,58,34,Percent Performance Level 4,5
Congress Elementary School,Congress Elementary District,Math,77,70,Percent Performance Level 4,35
Continental Elementary School,Continental Elementary District,Math,390,49,Percent Performance Level 4,17
Coolidge Jr. High School,Coolidge Unified District,Math,388,13,Percent Performance Level 4,3
Heartland Ranch Elementary School,Coolidge Unified District,Math,267,19,Percent Performance Level 4,3
West Elementary School,Coolidge Unified District,Math,399,18,Percent Performance Level 4,2
Imagine Cortez Park Middle,"Cortez Park Charter Middle School, Inc.",Math,236,38,Percent Performance Level 4,14
Cottonwood Elementary School,Cottonwood-Oak Creek Elementary District,Math,406,23,Percent Performance Level 4,3
Cottonwood Middle School,Cottonwood-Oak Creek Elementary District,Math,443,25,Percent Performance Level 4,8
Mountain View Preparatory School,Cottonwood-Oak Creek Elementary District,Math,344,46,Percent Performance Level 4,18
Oak Creek Elementary School,Cottonwood-Oak Creek Elementary District,Math,151,25,Percent Performance Level 4,6
Country Gardens Charter School,Country Gardens Charter Schools,Math,275,35,Percent Performance Level 4,6
Centennial Middle School,Crane Elementary District,Math,790,41,Percent Performance Level 4,18
Crane Middle School,Crane Elementary District,Math,863,40,Percent Performance Level 4,18
Gary A. Knox Elementary School,Crane Elementary District,Math,405,41,Percent Performance Level 4,11
Gowan Science Academy,Crane Elementary District,Math,237,76,Percent Performance Level 4,34
H L Suverkrup Elementary School,Crane Elementary District,Math,247,60,Percent Performance Level 4,26
Mesquite Elementary,Crane Elementary District,Math,380,54,Percent Performance Level 4,15
Pueblo Elementary School,Crane Elementary District,Math,347,47,Percent Performance Level 4,14
Rancho Viejo Elementary School,Crane Elementary District,Math,358,31,Percent Performance Level 4,6
Ronald Reagan Fundamental School,Crane Elementary District,Math,357,42,Percent Performance Level 4,9
Salida Del Sol Elementary,Crane Elementary District,Math,134,40,Percent Performance Level 4,13
Valley Horizon Elementary School,Crane Elementary District,Math,338,31,Percent Performance Level 4,11
Biltmore Preparatory Academy,Creighton Elementary District,Math,312,54,Percent Performance Level 4,17
Creighton Elementary School,Creighton Elementary District,Math,463,23,Percent Performance Level 4,6
Excelencia School,Creighton Elementary District,Math,499,30,Percent Performance Level 4,6
Gateway School,Creighton Elementary District,Math,493,18,Percent Performance Level 4,2
Larry C Kennedy School,Creighton Elementary District,Math,387,20,Percent Performance Level 4,5
Loma Linda Elementary School,Creighton Elementary District,Math,395,24,Percent Performance Level 4,5
Monte Vista Elementary School,Creighton Elementary District,Math,517,34,Percent Performance Level 4,10
Papago School,Creighton Elementary District,Math,602,19,Percent Performance Level 4,5
William T Machan Elementary School,Creighton Elementary District,Math,308,22,Percent Performance Level 4,5
Daisy Education Corporation dba Sonoran Science Academy Broadway,Daisy Education Corporation,Math,216,67,Percent Performance Level 4,25
Paragon Science Academy,Daisy Education Corporation dba Paragon Science Academy,Math,301,74,Percent Performance Level 4,48
Sonoran Science Academy - Tucson,Daisy Education Corporation dba Sonoran Science Academy,Math,419,64,Percent Performance Level 4,29
Sonoran Science Academy - Phoenix,Daisy Education Corporation dba Sonoran Science Academy - Phoenix,Math,243,23,Percent Performance Level 4,7
Sonoran Science Academy - Davis Monthan,Daisy Education Corporation dba. Sonoran Science Academy Davis Monthan,Math,150,59,Percent Performance Level 4,25
Sonoran Science Academy-Peoria,Daisy Education Corporation dba. Sonoran Science Academy Peoria,Math,157,54,Percent Performance Level 4,21
Anthem School,Deer Valley Unified District,Math,431,68,Percent Performance Level 4,32
Arrowhead Elementary School,Deer Valley Unified District,Math,323,62,Percent Performance Level 4,21
Barry Goldwater High School,Deer Valley Unified District,Math,1313,31,Percent Performance Level 4,9
Bellair Elementary School,Deer Valley Unified District,Math,283,53,Percent Performance Level 4,18
Boulder Creek High School,Deer Valley Unified District,Math,1865,53,Percent Performance Level 4,17
Canyon Springs,Deer Valley Unified District,Math,585,68,Percent Performance Level 4,38
Constitution Elementary School,Deer Valley Unified District,Math,339,46,Percent Performance Level 4,12
Copper Creek Elementary,Deer Valley Unified District,Math,436,71,Percent Performance Level 4,29
Deer Valley High School,Deer Valley Unified District,Math,1161,41,Percent Performance Level 4,8
Deer Valley Middle School,Deer Valley Unified District,Math,550,22,Percent Performance Level 4,7
Deer Valley Online Learning Program,Deer Valley Unified District,Math,487,54,Percent Performance Level 4,22
Desert Mountain School,Deer Valley Unified District,Math,454,60,Percent Performance Level 4,29
Desert Sage Elementary School,Deer Valley Unified District,Math,313,65,Percent Performance Level 4,27
Desert Sky Middle School,Deer Valley Unified District,Math,608,41,Percent Performance Level 4,18
Diamond Canyon Elementary,Deer Valley Unified District,Math,699,70,Percent Performance Level 4,35
Esperanza Elementary School,Deer Valley Unified District,Math,297,34,Percent Performance Level 4,9
Gavilan Peak Elementary,Deer Valley Unified District,Math,562,60,Percent Performance Level 4,26
Greenbrier Elementary School,Deer Valley Unified District,Math,192,60,Percent Performance Level 4,24
Highland Lakes School,Deer Valley Unified District,Math,867,69,Percent Performance Level 4,37
Hillcrest Middle School,Deer Valley Unified District,Math,965,54,Percent Performance Level 4,26
Las Brisas Elementary School,Deer Valley Unified District,Math,467,66,Percent Performance Level 4,25
Legend Springs Elementary,Deer Valley Unified District,Math,381,81,Percent Performance Level 4,45
Mirage Elementary School,Deer Valley Unified District,Math,228,48,Percent Performance Level 4,11
Mountain Ridge High School,Deer Valley Unified District,Math,1622,53,Percent Performance Level 4,16
Mountain Shadows Elementary School,Deer Valley Unified District,Math,252,40,Percent Performance Level 4,10
New River Elementary School,Deer Valley Unified District,Math,135,44,Percent Performance Level 4,17
Norterra Canyon K-8,Deer Valley Unified District,Math,605,59,Percent Performance Level 4,26
Park Meadows Elementary School,Deer Valley Unified District,Math,328,65,Percent Performance Level 4,23
Paseo Hills Elementary,Deer Valley Unified District,Math,563,39,Percent Performance Level 4,14
Sandra Day O'Connor High School,Deer Valley Unified District,Math,1723,44,Percent Performance Level 4,16
Sierra Verde Elementary,Deer Valley Unified District,Math,723,70,Percent Performance Level 4,33
Sonoran Foothills,Deer Valley Unified District,Math,562,75,Percent Performance Level 4,39
Stetson Hills Elementary,Deer Valley Unified District,Math,734,72,Percent Performance Level 4,36
Sunrise Elementary School,Deer Valley Unified District,Math,299,33,Percent Performance Level 4,8
Sunset Ridge Elementary,Deer Valley Unified District,Math,529,63,Percent Performance Level 4,29
Terramar Elementary,Deer Valley Unified District,Math,661,72,Percent Performance Level 4,35
Village Meadows Elementary School,Deer Valley Unified District,Math,273,42,Percent Performance Level 4,14
West Wing Elementary,Deer Valley Unified District,Math,751,70,Percent Performance Level 4,34
Desert Heights Charter School,Desert Heights Charter Schools,Math,146,53,Percent Performance Level 4,17
Desert Heights Preparatory Academy,Desert Heights Charter Schools,Math,413,44,Percent Performance Level 4,15
Desert Springs Academy,Desert Springs Academy,Math,31,58,Percent Performance Level 4,10
Desert Star Academy,Desert Star Academy,Math,234,47,Percent Performance Level 4,12
Desert Star Community School,"Desert Star Community School, Inc.",Math,128,39,Percent Performance Level 4,15
Destiny School,"Destiny School, Inc.",Math,178,66,Percent Performance Level 4,26
